,ID,Generation,Region,Name,Type,Pokémon.Role,Legendary,Sex,Height,Weight,Health,Attack,Sp.Attack,Defense,Sp.Defense,Speed,Total,Abilities,Height.ft,Weight.lbs,Weight.Class,Height.Class
951,514,5,Unova,Simisear,Fire,"DPS Ranged, Scout, Support",No,"Male, Female",1.0 m (3′03″),28.0 kg (61.7 lbs),75,98,98,63,63,101,498,"Gluttony, Blaze",3.03,61.7,Class 2,Class 2
952,515,5,Unova,Panpour,Water,"Scout, Support",No,"Male, Female",0.6 m (2′00″),13.5 kg (29.8 lbs),50,53,53,48,48,64,316,"Gluttony, Torrent",2,29.8,Class 2,Class 1
953,516,5,Unova,Simipour,Water,"DPS Ranged, Scout, Support",No,"Male, Female",1.0 m (3′03″),29.0 kg (63.9 lbs),75,98,98,63,63,101,498,"Gluttony, Torrent",3.03,63.9,Class 2,Class 2
954,517,5,Unova,Munna,Psychic,"Support, Healer",No,"Male, Female",0.6 m (2′00″),23.3 kg (51.4 lbs),76,25,67,45,55,24,292,"Forewarn, Synchronize, Telepathy",2,51.4,Class 2,Class 1
955,518,5,Unova,Musharna,Psychic,"Support, Healer, Crowd Controller",No,"Male, Female",1.1 m (3′07″),60.5 kg (133.4 lbs),116,55,107,85,95,29,487,"Forewarn, Synchronize, Telepathy",3.07,133.4,Class 3,Class 3
956,519,5,Unova,Pidove,Normal,"Scout, DPS Ranged",No,"Male, Female",0.3 m (1′00″),2.1 kg (4.6 lbs),50,55,36,50,30,43,264,"Big Pecks, Super Luck, Rivalry",1,4.6,Class 1,Class 1
957,519,5,Unova,Pidove,Flying,"Scout, DPS Ranged",No,"Male, Female",0.3 m (1′00″),2.1 kg (4.6 lbs),50,55,36,50,30,43,264,"Big Pecks, Super Luck, Rivalry",1,4.6,Class 1,Class 1
958,520,5,Unova,Tranquill,Normal,"Scout, DPS Ranged, Support",No,"Male, Female",0.6 m (2′00″),15.0 kg (33.1 lbs),62,77,50,62,42,65,358,"Big Pecks, Super Luck, Rivalry",2,33.1,Class 2,Class 1
959,520,5,Unova,Tranquill,Flying,"Scout, DPS Ranged, Support",No,"Male, Female",0.6 m (2′00″),15.0 kg (33.1 lbs),62,77,50,62,42,65,358,"Big Pecks, Super Luck, Rivalry",2,33.1,Class 2,Class 1
960,521,5,Unova,Unfezant,Normal,"DPS Ranged, Scout, Crowd Controller",No,"Male, Female",1.2 m (3′11″),29.0 kg (63.9 lbs),80,115,65,80,55,93,488,"Big Pecks, Super Luck, Rivalry",3.11,63.9,Class 2,Class 3
961,521,5,Unova,Unfezant,Flying,"DPS Ranged, Scout, Crowd Controller",No,"Male, Female",1.2 m (3′11″),29.0 kg (63.9 lbs),80,115,65,80,55,93,488,"Big Pecks, Super Luck, Rivalry",3.11,63.9,Class 2,Class 3
962,522,5,Unova,Blitzle,Electric,"DPS Ranged, Scout",No,"Male, Female",0.8 m (2′07″),29.8 kg (65.7 lbs),45,60,50,32,32,76,295,"Lightning Rod, Motor Drive, Sap Sipper",2.07,65.7,Class 2,Class 2
963,523,5,Unova,Zebstrika,Electric,"DPS Ranged, Scout, Debuffer",No,"Male, Female",1.6 m (5′03″),79.5 kg (175.3 lbs),75,100,80,63,63,116,497,"Lightning Rod, Motor Drive, Sap Sipper",5.03,175.3,Class 4,Class 4
964,524,5,Unova,Roggenrola,Rock,"Tank, DPS Melee",No,"Male, Female",0.4 m (1′04″),18.0 kg (39.7 lbs),55,75,25,85,25,15,280,"Sturdy, Weak Armor, Sand Force",1.04,39.7,Class 2,Class 1
965,525,5,Unova,Boldore,Rock,"Tank, DPS Melee",No,"Male, Female",0.9 m (2′11″),102.0 kg (224.9 lbs),70,105,50,105,40,20,390,"Sturdy, Weak Armor, Sand Force",2.11,224.9,Class 4,Class 2
966,526,5,Unova,Gigalith,Rock,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.7 m (5′07″),260.0 kg (573.2 lbs),85,135,60,130,80,25,515,"Sturdy, Sand Stream, Sand Force",5.07,573.2,Class 4,Class 4
967,527,5,Unova,Woobat,Psychic,"Scout, Support",No,"Male, Female",0.4 m (1′04″),2.1 kg (4.6 lbs),65,45,55,43,43,72,323,"Unaware, Klutz, Simple",1.04,4.6,Class 1,Class 1
968,527,5,Unova,Woobat,Flying,"Scout, Support",No,"Male, Female",0.4 m (1′04″),2.1 kg (4.6 lbs),65,45,55,43,43,72,323,"Unaware, Klutz, Simple",1.04,4.6,Class 1,Class 1
969,528,5,Unova,Swoobat,Psychic,"DPS Ranged, Support, Debuffer",No,"Male, Female",0.9 m (2′11″),10.5 kg (23.1 lbs),67,57,77,55,55,114,425,"Unaware, Klutz, Simple",2.11,23.1,Class 2,Class 2
970,528,5,Unova,Swoobat,Flying,"DPS Ranged, Support, Debuffer",No,"Male, Female",0.9 m (2′11″),10.5 kg (23.1 lbs),67,57,77,55,55,114,425,"Unaware, Klutz, Simple",2.11,23.1,Class 2,Class 2
971,529,5,Unova,Drilbur,Ground,"DPS Melee, Scout",No,"Male, Female",0.3 m (1′00″),8.5 kg (18.7 lbs),60,85,30,40,45,68,328,"Sand Rush, Sand Force, Mold Breaker",1,18.7,Class 1,Class 1
972,530,5,Unova,Excadrill,Ground,"DPS Melee, Tank, Debuffer",No,"Male, Female",0.7 m (2′04″),40.4 kg (89.1 lbs),110,135,50,60,65,88,508,"Sand Rush, Sand Force, Mold Breaker",2.04,89.1,Class 3,Class 2
973,530,5,Unova,Excadrill,Steel,"DPS Melee, Tank, Debuffer",No,"Male, Female",0.7 m (2′04″),40.4 kg (89.1 lbs),110,135,50,60,65,88,508,"Sand Rush, Sand Force, Mold Breaker",2.04,89.1,Class 3,Class 2
974,531,5,Unova,Audino,Normal,"Healer, Support",No,"Male, Female",1.1 m (3′07″),31.0 kg (68.3 lbs),103,60,60,86,86,50,445,"Healer, Regenerator, Klutz",3.07,68.3,Class 3,Class 3
975,531,6,Kalos,"Audino
Mega Audino",Normal,"Healer, Support, Tank",No,"Male, Female",1.1 m (3′07″),31.0 kg (68.3 lbs),103,60,80,126,126,50,545,"Healer, Regenerator, Klutz",3.07,68.3,Class 3,Class 3
976,531,6,Kalos,"Audino
Mega Audino",Fairy,"Healer, Support, Tank",No,"Male, Female",1.1 m (3′07″),31.0 kg (68.3 lbs),103,60,80,126,126,50,545,"Healer, Regenerator, Klutz",3.07,68.3,Class 3,Class 3
977,532,5,Unova,Timburr,Fighting,"DPS Melee, Tank",No,"Male, Female",0.6 m (2′00″),12.5 kg (27.6 lbs),75,80,25,55,35,35,305,"Guts, Sheer Force, Iron Fist",2,27.6,Class 2,Class 1
978,533,5,Unova,Gurdurr,Fighting,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.2 m (3′11″),40.0 kg (88.2 lbs),85,105,40,85,50,40,405,"Guts, Sheer Force, Iron Fist",3.11,88.2,Class 3,Class 3
979,534,5,Unova,Conkeldurr,Fighting,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.4 m (4′07″),87.0 kg (191.8 lbs),105,140,55,95,65,45,505,"Guts, Sheer Force, Iron Fist",4.07,191.8,Class 4,Class 3
980,535,5,Unova,Tympole,Water,"Scout, Support",No,"Male, Female",0.5 m (1′08″),4.5 kg (9.9 lbs),50,50,50,40,40,64,294,"Swift Swim, Hydration, Water Absorb",1.08,9.9,Class 1,Class 1
981,536,5,Unova,Palpitoad,Water,"Scout, Support",No,"Male, Female",0.8 m (2′07″),17.0 kg (37.5 lbs),75,65,65,55,55,69,384,"Swift Swim, Hydration, Water Absorb",2.07,37.5,Class 2,Class 2
982,536,5,Unova,Palpitoad,Ground,"Scout, Support",No,"Male, Female",0.8 m (2′07″),17.0 kg (37.5 lbs),75,65,65,55,55,69,384,"Swift Swim, Hydration, Water Absorb",2.07,37.5,Class 2,Class 2
983,537,5,Unova,Seismitoad,Water,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.5 m (4′11″),62.0 kg (136.7 lbs),105,95,85,75,75,74,509,"Swift Swim, Poison Touch, Water Absorb",4.11,136.7,Class 3,Class 3
984,537,5,Unova,Seismitoad,Ground,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.5 m (4′11″),62.0 kg (136.7 lbs),105,95,85,75,75,74,509,"Swift Swim, Poison Touch, Water Absorb",4.11,136.7,Class 3,Class 3
985,538,5,Unova,Throh,Fighting,"Tank, DPS Melee, Crowd Controller",No,Male,1.3 m (4′03″),55.5 kg (122.4 lbs),120,100,30,85,85,45,465,"Guts, Inner Focus, Mold Breaker",4.03,122.4,Class 3,Class 3
986,539,5,Unova,Sawk,Fighting,"DPS Melee, Scout",No,Male,1.4 m (4′07″),51.0 kg (112.4 lbs),75,125,30,75,75,85,465,"Sturdy, Inner Focus, Mold Breaker",4.07,112.4,Class 3,Class 3
987,540,5,Unova,Sewaddle,Bug,"Scout, Support",No,"Male, Female",0.3 m (1′00″),2.5 kg (5.5 lbs),45,53,40,70,60,42,310,"Swarm, Chlorophyll, Overcoat",1,5.5,Class 1,Class 1
988,540,5,Unova,Sewaddle,Grass,"Scout, Support",No,"Male, Female",0.3 m (1′00″),2.5 kg (5.5 lbs),45,53,40,70,60,42,310,"Swarm, Chlorophyll, Overcoat",1,5.5,Class 1,Class 1
989,541,5,Unova,Swadloon,Bug,"Scout, Support",No,"Male, Female",0.5 m (1′08″),7.3 kg (16.1 lbs),55,63,50,90,80,42,380,"Leaf Guard, Chlorophyll, Overcoat",1.08,16.1,Class 1,Class 1
990,541,5,Unova,Swadloon,Grass,"Scout, Support",No,"Male, Female",0.5 m (1′08″),7.3 kg (16.1 lbs),55,63,50,90,80,42,380,"Leaf Guard, Chlorophyll, Overcoat",1.08,16.1,Class 1,Class 1
991,542,5,Unova,Leavanny,Bug,"DPS Melee, Scout, Support",No,"Male, Female",1.2 m (3′11″),20.5 kg (45.2 lbs),75,103,70,80,80,92,500,"Swarm, Chlorophyll, Overcoat",3.11,45.2,Class 2,Class 3
992,542,5,Unova,Leavanny,Grass,"DPS Melee, Scout, Support",No,"Male, Female",1.2 m (3′11″),20.5 kg (45.2 lbs),75,103,70,80,80,92,500,"Swarm, Chlorophyll, Overcoat",3.11,45.2,Class 2,Class 3
993,543,5,Unova,Venipede,Bug,"Scout, DPS Melee",No,"Male, Female",0.4 m (1′04″),5.3 kg (11.7 lbs),30,45,30,59,39,57,260,"Poison Point, Swarm, Speed Boost",1.04,11.7,Class 1,Class 1
994,543,5,Unova,Venipede,Poison,"Scout, DPS Melee",No,"Male, Female",0.4 m (1′04″),5.3 kg (11.7 lbs),30,45,30,59,39,57,260,"Poison Point, Swarm, Speed Boost",1.04,11.7,Class 1,Class 1
995,544,5,Unova,Whirlipede,Bug,"Tank, DPS Melee",No,"Male, Female",1.2 m (3′11″),58.5 kg (129.0 lbs),40,55,40,99,79,47,360,"Poison Point, Swarm, Speed Boost",3.11,129,Class 3,Class 3
996,544,5,Unova,Whirlipede,Poison,"Tank, DPS Melee",No,"Male, Female",1.2 m (3′11″),58.5 kg (129.0 lbs),40,55,40,99,79,47,360,"Poison Point, Swarm, Speed Boost",3.11,129,Class 3,Class 3
997,545,5,Unova,Scolipede,Bug,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",2.5 m (8′02″),200.5 kg (442.0 lbs),60,100,55,89,69,112,485,"Poison Point, Swarm, Speed Boost",8.02,442,Class 4,Class 4
998,545,5,Unova,Scolipede,Poison,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",2.5 m (8′02″),200.5 kg (442.0 lbs),60,100,55,89,69,112,485,"Poison Point, Swarm, Speed Boost",8.02,442,Class 4,Class 4
999,546,5,Unova,Cottonee,Grass,"Scout, Support",No,"Male, Female",0.3 m (1′00″),0.6 kg (1.3 lbs),40,27,37,60,50,66,280,"Prankster, Infiltrator, Chlorophyll",1,1.3,Class 1,Class 1
1000,546,5,Unova,Cottonee,Fairy,"Scout, Support",No,"Male, Female",0.3 m (1′00″),0.6 kg (1.3 lbs),40,27,37,60,50,66,280,"Prankster, Infiltrator, Chlorophyll",1,1.3,Class 1,Class 1
1001,547,5,Unova,Whimsicott,Grass,"Support, Debuffer, Crowd Controller",No,"Male, Female",0.7 m (2′04″),6.6 kg (14.6 lbs),60,67,77,85,75,116,480,"Prankster, Infiltrator, Chlorophyll",2.04,14.6,Class 1,Class 2
1002,547,5,Unova,Whimsicott,Fairy,"Support, Debuffer, Crowd Controller",No,"Male, Female",0.7 m (2′04″),6.6 kg (14.6 lbs),60,67,77,85,75,116,480,"Prankster, Infiltrator, Chlorophyll",2.04,14.6,Class 1,Class 2
1003,548,5,Unova,Petilil,Grass,"Scout, Support",No,Female,0.5 m (1′08″),6.6 kg (14.6 lbs),45,35,70,50,50,30,280,"Chlorophyll, Own Tempo, Leaf Guard",1.08,14.6,Class 1,Class 1
1004,549,5,Unova,Lilligant,Grass,"Support, Healer",No,Female,1.1 m (3′07″),16.3 kg (35.9 lbs),70,60,110,75,75,90,480,"Chlorophyll, Own Tempo, Leaf Guard",3.07,35.9,Class 2,Class 3
1005,549,4,Hisui,"Lilligant
Hisuian Lilligant",Grass,"DPS Melee, Healer, Support",No,Female,1.1 m (3′07″),16.3 kg (35.9 lbs),70,105,50,75,75,105,480,"Chlorophyll, Own Tempo, Leaf Guard",3.07,35.9,Class 2,Class 3
1006,549,4,Hisui,"Lilligant
Hisuian Lilligant",Fighting,"DPS Melee, Healer, Support",No,Female,1.1 m (3′07″),16.3 kg (35.9 lbs),70,105,50,75,75,105,480,"Chlorophyll, Own Tempo, Leaf Guard",3.07,35.9,Class 2,Class 3
1007,550,5,Unova,"Basculin
Red-Striped Form",Water,"DPS Melee, Scout",No,"Male, Female",1.0 m (3′03″),18.0 kg (39.7 lbs),70,92,80,65,55,98,460,"Reckless, Adaptability, Mold Breaker",3.03,39.7,Class 2,Class 2
1008,550,5,Unova,"Basculin
Blue-Striped Form",Water,"DPS Melee, Scout",No,"Male, Female",1.0 m (3′03″),18.0 kg (39.7 lbs),70,92,80,65,55,98,460,"Reckless, Adaptability, Mold Breaker",3.03,39.7,Class 2,Class 2
1009,550,5,Unova,"Basculin
White-Striped Form",Water,"DPS Melee, Scout",No,"Male, Female",1.0 m (3′03″),18.0 kg (39.7 lbs),70,92,80,65,55,98,460,"Reckless, Adaptability, Mold Breaker",3.03,39.7,Class 2,Class 2
1010,551,5,Unova,Sandile,Ground,"DPS Melee, Scout",No,"Male, Female",0.7 m (2′04″),15.2 kg (33.5 lbs),50,72,35,35,35,65,292,"Intimidate, Moxie, Anger Point",2.04,33.5,Class 2,Class 2
1011,551,5,Unova,Sandile,Dark,"DPS Melee, Scout",No,"Male, Female",0.7 m (2′04″),15.2 kg (33.5 lbs),50,72,35,35,35,65,292,"Intimidate, Moxie, Anger Point",2.04,33.5,Class 2,Class 2
1012,552,5,Unova,Krokorok,Ground,"DPS Melee, Scout",No,"Male, Female",1.0 m (3′03″),33.4 kg (73.6 lbs),60,82,45,45,45,74,351,"Intimidate, Moxie, Anger Point",3.03,73.6,Class 3,Class 2
1013,552,5,Unova,Krokorok,Dark,"DPS Melee, Scout",No,"Male, Female",1.0 m (3′03″),33.4 kg (73.6 lbs),60,82,45,45,45,74,351,"Intimidate, Moxie, Anger Point",3.03,73.6,Class 3,Class 2
1014,553,5,Unova,Krookodile,Ground,"DPS Melee, Crowd Controller, Debuffer",No,"Male, Female",1.5 m (4′11″),96.3 kg (212.3 lbs),95,117,65,80,70,92,519,"Intimidate, Moxie, Anger Point",4.11,212.3,Class 4,Class 3
1015,553,5,Unova,Krookodile,Dark,"DPS Melee, Crowd Controller, Debuffer",No,"Male, Female",1.5 m (4′11″),96.3 kg (212.3 lbs),95,117,65,80,70,92,519,"Intimidate, Moxie, Anger Point",4.11,212.3,Class 4,Class 3
1016,554,5,Unova,Darumaka,Fire,"DPS Melee, DPS Ranged",No,"Male, Female",0.6 m (2′00″),37.5 kg (82.7 lbs),70,90,15,45,45,50,315,"Hustle, Inner Focus",2,82.7,Class 3,Class 1
1017,554,8,Galar,"Darumaka
Galarian Darumaka",Ice,"DPS Melee, DPS Ranged",No,"Male, Female",0.6 m (2′00″),37.5 kg (82.7 lbs),70,90,15,45,45,50,315,"Hustle, Inner Focus",2,82.7,Class 3,Class 1
1018,555,5,Unova,"Darmanitan
Standard Mode",Fire,"DPS Melee, DPS Ranged",No,"Male, Female",1.3 m (4′03″),92.9 kg (204.8 lbs),105,140,30,55,55,95,480,"Sheer Force, Zen Mode",4.03,204.8,Class 4,Class 3
1019,555,5,Unova,"Darmanitan
Zen Mode",Fire,"DPS Melee, DPS Ranged, Support",No,"Male, Female",1.3 m (4′03″),92.9 kg (204.8 lbs),105,30,140,105,105,55,540,"Sheer Force, Zen Mode",4.03,204.8,Class 4,Class 3
1020,555,5,Unova,"Darmanitan
Zen Mode",Psychic,"DPS Melee, DPS Ranged, Support",No,"Male, Female",1.3 m (4′03″),92.9 kg (204.8 lbs),105,30,140,105,105,55,540,"Sheer Force, Zen Mode",4.03,204.8,Class 4,Class 3
1021,555,8,Galar,"Darmanitan
Galarian Standard Mode",Ice,"DPS Melee, DPS Ranged",No,"Male, Female",1.3 m (4′03″),92.9 kg (204.8 lbs),105,140,30,55,55,95,480,"Sheer Force, Zen Mode",4.03,204.8,Class 4,Class 3
1022,555,8,Galar,"Darmanitan
Galarian Zen Mode",Ice,"DPS Melee, DPS Ranged, Mage",No,"Male, Female",1.3 m (4′03″),92.9 kg (204.8 lbs),105,160,30,55,55,135,540,"Sheer Force, Zen Mode",4.03,204.8,Class 4,Class 3
1023,555,8,Galar,"Darmanitan
Galarian Zen Mode",Fire,"DPS Melee, DPS Ranged, Mage",No,"Male, Female",1.3 m (4′03″),92.9 kg (204.8 lbs),105,160,30,55,55,135,540,"Sheer Force, Zen Mode",4.03,204.8,Class 4,Class 3
1024,556,5,Unova,Maractus,Grass,"Support, Healer, Debuffer",No,"Male, Female",1.0 m (3′03″),28.0 kg (61.7 lbs),75,86,106,67,67,60,461,"Water Absorb, Chlorophyll, Storm Drain",3.03,61.7,Class 2,Class 2
1025,557,5,Unova,Dwebble,Bug,"Tank, Scout",No,"Male, Female",0.3 m (1′00″),14.5 kg (32.0 lbs),50,65,35,85,35,55,325,"Sturdy, Shell Armor, Weak Armor",1,32,Class 2,Class 1
1026,557,5,Unova,Dwebble,Rock,"Tank, Scout",No,"Male, Female",0.3 m (1′00″),14.5 kg (32.0 lbs),50,65,35,85,35,55,325,"Sturdy, Shell Armor, Weak Armor",1,32,Class 2,Class 1
1027,558,5,Unova,Crustle,Bug,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.4 m (4′07″),200.0 kg (440.9 lbs),70,105,65,125,75,45,485,"Sturdy, Shell Armor, Weak Armor",4.07,440.9,Class 4,Class 3
1028,558,5,Unova,Crustle,Rock,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.4 m (4′07″),200.0 kg (440.9 lbs),70,105,65,125,75,45,485,"Sturdy, Shell Armor, Weak Armor",4.07,440.9,Class 4,Class 3
1029,559,5,Unova,Scraggy,Dark,"DPS Melee, Scout",No,"Male, Female",0.6 m (2′00″),11.8 kg (26.0 lbs),50,75,35,70,70,48,348,"Shed Skin, Moxie, Intimidate",2,26,Class 2,Class 1
1030,559,5,Unova,Scraggy,Fighting,"DPS Melee, Scout",No,"Male, Female",0.6 m (2′00″),11.8 kg (26.0 lbs),50,75,35,70,70,48,348,"Shed Skin, Moxie, Intimidate",2,26,Class 2,Class 1
1031,560,5,Unova,Scrafty,Dark,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.1 m (3′07″),30.0 kg (66.1 lbs),65,90,45,115,115,58,488,"Shed Skin, Moxie, Intimidate",3.07,66.1,Class 2,Class 3
1032,560,5,Unova,Scrafty,Fighting,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.1 m (3′07″),30.0 kg (66.1 lbs),65,90,45,115,115,58,488,"Shed Skin, Moxie, Intimidate",3.07,66.1,Class 2,Class 3
1033,561,5,Unova,Sigilyph,Psychic,"DPS Ranged, Support, Debuffer",No,"Male, Female",1.4 m (4′07″),14.0 kg (30.9 lbs),72,58,103,80,80,97,490,"Wonder Skin, Magic Guard, Tinted Lens",4.07,30.9,Class 2,Class 3
1034,561,5,Unova,Sigilyph,Flying,"DPS Ranged, Support, Debuffer",No,"Male, Female",1.4 m (4′07″),14.0 kg (30.9 lbs),72,58,103,80,80,97,490,"Wonder Skin, Magic Guard, Tinted Lens",4.07,30.9,Class 2,Class 3
1035,562,5,Unova,Yamask,Ghost,"Support, Debuffer",No,"Male, Female",0.5 m (1′08″),1.5 kg (3.3 lbs),38,30,55,85,65,30,303,Mummy,1.08,3.3,Class 1,Class 1
1036,562,8,Galar,"Yamask
Galarian Yamask",Ground,"DPS Melee, Support",No,"Male, Female",0.5 m (1′08″),1.5 kg (3.3 lbs),38,55,30,85,65,30,303,Mummy,1.08,3.3,Class 1,Class 1
1037,562,8,Galar,"Yamask
Galarian Yamask",Ghost,"DPS Melee, Support",No,"Male, Female",0.5 m (1′08″),1.5 kg (3.3 lbs),38,55,30,85,65,30,303,Mummy,1.08,3.3,Class 1,Class 1
1038,563,5,Unova,Cofagrigus,Ghost,"Tank, Support, Crowd Controller",No,"Male, Female",1.7 m (5′07″),76.5 kg (168.7 lbs),58,50,95,145,105,30,483,Mummy,5.07,168.7,Class 4,Class 4
1039,564,5,Unova,Tirtouga,Water,"Tank, DPS Melee",No,"Male, Female",0.7 m (2′04″),16.5 kg (36.4 lbs),54,78,53,103,45,22,355,"Solid Rock, Sturdy, Swift Swim",2.04,36.4,Class 2,Class 2
1040,564,5,Unova,Tirtouga,Rock,"Tank, DPS Melee",No,"Male, Female",0.7 m (2′04″),16.5 kg (36.4 lbs),54,78,53,103,45,22,355,"Solid Rock, Sturdy, Swift Swim",2.04,36.4,Class 2,Class 2
1041,565,5,Unova,Carracosta,Water,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.2 m (3′11″),81.0 kg (178.6 lbs),74,108,83,133,65,32,495,"Solid Rock, Sturdy, Swift Swim",3.11,178.6,Class 4,Class 3
1042,565,5,Unova,Carracosta,Rock,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.2 m (3′11″),81.0 kg (178.6 lbs),74,108,83,133,65,32,495,"Solid Rock, Sturdy, Swift Swim",3.11,178.6,Class 4,Class 3
1043,566,5,Unova,Archen,Rock,"DPS Melee, Scout",No,"Male, Female",0.5 m (1′08″),9.5 kg (20.9 lbs),55,112,74,45,45,70,401,Defeatist,1.08,20.9,Class 2,Class 1
1044,566,5,Unova,Archen,Flying,"DPS Melee, Scout",No,"Male, Female",0.5 m (1′08″),9.5 kg (20.9 lbs),55,112,74,45,45,70,401,Defeatist,1.08,20.9,Class 2,Class 1
1045,567,5,Unova,Archeops,Rock,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.4 m (4′07″),32.0 kg (70.5 lbs),75,140,112,65,65,110,567,Defeatist,4.07,70.5,Class 3,Class 3
1046,567,5,Unova,Archeops,Flying,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.4 m (4′07″),32.0 kg (70.5 lbs),75,140,112,65,65,110,567,Defeatist,4.07,70.5,Class 3,Class 3
1047,568,5,Unova,Trubbish,Poison,"Scout, Support",No,"Male, Female",0.6 m (2′00″),31.0 kg (68.3 lbs),50,50,40,62,62,65,329,"Stench, Sticky Hold, Aftermath",2,68.3,Class 3,Class 1
1048,569,5,Unova,Garbodor,Poison,"Tank, Debuffer, Crowd Controller",No,"Male, Female",1.9 m (6′03″),107.3 kg (236.6 lbs),80,95,60,82,82,75,474,"Stench, Weak Armor, Aftermath",6.03,236.6,Class 4,Class 4
1049,570,5,Unova,Zorua,Dark,"DPS Melee, Scout",No,"Male, Female",0.7 m (2′04″),12.5 kg (27.6 lbs),40,65,80,40,40,65,330,Illusion,2.04,27.6,Class 2,Class 2
1050,570,4,Hisui,"Zorua
Hisuian Zorua",Normal,"DPS Melee, Scout, Support",No,"Male, Female",0.7 m (2′04″),12.5 kg (27.6 lbs),35,60,85,40,40,70,330,Illusion,2.04,27.6,Class 2,Class 2
1051,570,4,Hisui,"Zorua
Hisuian Zorua",Ghost,"DPS Melee, Scout, Support",No,"Male, Female",0.7 m (2′04″),12.5 kg (27.6 lbs),35,60,85,40,40,70,330,Illusion,2.04,27.6,Class 2,Class 2
1052,571,5,Unova,Zoroark,Dark,"DPS Melee, Scout, Mage",No,"Male, Female",1.6 m (5′03″),81.1 kg (178.8 lbs),60,105,120,60,60,105,510,Illusion,5.03,178.8,Class 4,Class 4
1053,571,4,Hisui,"Zoroark
Hisuian Zoroark",Normal,"DPS Melee, Scout, Mage",No,"Male, Female",1.6 m (5′03″),81.1 kg (178.8 lbs),55,100,125,60,60,110,510,Illusion,5.03,178.8,Class 4,Class 4
1054,571,4,Hisui,"Zoroark
Hisuian Zoroark",Ghost,"DPS Melee, Scout, Mage",No,"Male, Female",1.6 m (5′03″),81.1 kg (178.8 lbs),55,100,125,60,60,110,510,Illusion,5.03,178.8,Class 4,Class 4
1055,572,5,Unova,Minccino,Normal,"Scout, Support",No,"Male, Female",0.4 m (1′04″),5.8 kg (12.8 lbs),55,50,40,40,40,75,300,"Cute Charm, Technician, Skill Link",1.04,12.8,Class 1,Class 1
1056,573,5,Unova,Cinccino,Normal,"DPS Melee, Scout, Support",No,"Male, Female",0.5 m (1′08″),7.5 kg (16.5 lbs),75,95,65,60,60,115,470,"Cute Charm, Technician, Skill Link",1.08,16.5,Class 1,Class 1
1057,574,5,Unova,Gothita,Psychic,"Mage, Support",No,"Male, Female",0.4 m (1′04″),5.8 kg (12.8 lbs),45,30,55,50,65,45,290,"Frisk, Competitive, Shadow Tag",1.04,12.8,Class 1,Class 1
1058,575,5,Unova,Gothorita,Psychic,"Mage, Support",No,"Male, Female",0.7 m (2′04″),18.0 kg (39.7 lbs),60,45,75,70,85,55,390,"Frisk, Competitive, Shadow Tag",2.04,39.7,Class 2,Class 2
1059,576,5,Unova,Gothitelle,Psychic,"Mage, Support, Debuffer",No,"Male, Female",1.5 m (4′11″),44.0 kg (97.0 lbs),70,55,95,95,110,65,490,"Frisk, Competitive, Shadow Tag",4.11,97,Class 3,Class 3
1060,577,5,Unova,Solosis,Psychic,"Mage, Support",No,"Male, Female",0.3 m (1′00″),1.0 kg (2.2 lbs),45,30,105,40,50,20,290,"Overcoat, Magic Guard, Regenerator",1,2.2,Class 1,Class 1
1061,578,5,Unova,Duosion,Psychic,"Mage, Support",No,"Male, Female",0.6 m (2′00″),8.0 kg (17.6 lbs),65,40,125,50,60,30,370,"Overcoat, Magic Guard, Regenerator",2,17.6,Class 1,Class 1
1062,579,5,Unova,Reuniclus,Psychic,"Mage, Healer, Support",No,"Male, Female",1.0 m (3′03″),20.1 kg (44.3 lbs),110,65,125,75,85,30,490,"Overcoat, Magic Guard, Regenerator",3.03,44.3,Class 2,Class 2
1063,580,5,Unova,Ducklett,Water,"Scout, Support",No,"Male, Female",0.5 m (1′08″),5.5 kg (12.1 lbs),62,44,44,50,50,55,305,"Keen Eye, Big Pecks, Hydration",1.08,12.1,Class 1,Class 1
1064,580,5,Unova,Ducklett,Flying,"Scout, Support",No,"Male, Female",0.5 m (1′08″),5.5 kg (12.1 lbs),62,44,44,50,50,55,305,"Keen Eye, Big Pecks, Hydration",1.08,12.1,Class 1,Class 1
